buildings,production_method_groups,production_methods,type,required_construction,ammunition,small_arms,artillery,tanks,aeroplanes,manowars,ironclads,grain,fish,fabric,wood,groceries,clothes,furniture,paper,services,transportation,electricity,merchant_marine,clippers,steamers,silk,dye,sulfur,coal,iron,lead,hardwood,rubber,oil,engines,steel,glass,fertilizer,tools,explosives,porcelain,meat,fruit,liquor,wine,tea,coffee,sugar,tobacco,opium,automobiles,telephones,radios,luxury_clothes,luxury_furniture,gold,fine_art,air_travel,good_uranium,elgar_instruments,elgar_music,manzoni_prints
building_coffee_plantation,pmg_base_building_coffee_plantation,coffee_plantation_wet_process_manual,base,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,25,,,,,,,,,,,,,,,
building_coffee_plantation,pmg_base_building_coffee_plantation,coffee_plantation_wet_process_mechanical,base,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-3,,,,-5,,,,,,,,35,,,,,,,,,,,,,,,
building_coffee_plantation,pmg_drying_coffee_plantation,coffee_plantation_patio_drying,base,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,
building_coffee_plantation,pmg_drying_coffee_plantation,coffee_plantation_mechanical_drying,base,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,-3,,,,,,,,15,,,,,,,,,,,,,,,
building_coffee_plantation,pmg_coffee_exploitation,default_labour,base,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_coffee_plantation,pmg_coffee_exploitation,slave_exploitation_coffee,base,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,
building_coffee_plantation,pmg_coffee_exploitation,worker_exploitation_coffee,base,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,
building_coffee_plantation,pmg_train_automation_building_coffee_plantation,pm_road_carts,automation,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_coffee_plantation,pmg_train_automation_building_coffee_plantation,pm_steam_rail_transport,automation,construction_cost_low,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_cotton_plantation,pmg_base_building_cotton_plantation,default_building_cotton_plantation,base,construction_cost_low,,,,,,,,,,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_cotton_plantation,pmg_base_building_cotton_plantation,automatic_irrigation_building_cotton_plantation,base,construction_cost_low,,,,,,,,,,80,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_cotton_plantation,pmg_cotton_exploitation,default_labour,base,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_cotton_plantation,pmg_cotton_exploitation,slave_exploitation_cotton,base,construction_cost_low,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_cotton_plantation,pmg_cotton_exploitation,worker_exploitation_cotton,base,construction_cost_low,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_cotton_plantation,pmg_train_automation_building_cotton_plantation,pm_road_carts,automation,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_cotton_plantation,pmg_train_automation_building_cotton_plantation,pm_steam_rail_transport,automation,construction_cost_low,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_dye_plantation,pmg_base_building_dye_plantation,default_building_dye_plantation,base,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_dye_plantation,pmg_base_building_dye_plantation,automatic_irrigation_building_dye_plantation,base,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,45,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_dye_plantation,pmg_dye_exploitation,default_labour,base,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_dye_plantation,pmg_dye_exploitation,slave_exploitation_dye,base,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_dye_plantation,pmg_dye_exploitation,worker_exploitation_dye,base,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_dye_plantation,pmg_train_automation_building_dye_plantation,pm_road_carts,automation,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_dye_plantation,pmg_train_automation_building_dye_plantation,pm_steam_rail_transport,automation,construction_cost_low,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_opium_plantation,pmg_base_building_opium_plantation,default_building_opium_plantation,base,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,
building_opium_plantation,pmg_base_building_opium_plantation,automatic_irrigation_building_opium_plantation,base,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,40,,,,,,,,,,,,
building_opium_plantation,pmg_train_automation_building_opium_plantation,pm_road_carts,automation,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_opium_plantation,pmg_train_automation_building_opium_plantation,pm_steam_rail_transport,automation,construction_cost_low,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_tea_plantation,pmg_base_building_tea_plantation,default_building_tea_plantation,base,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,
building_tea_plantation,pmg_base_building_tea_plantation,automatic_irrigation_building_tea_plantation,base,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4,,,,,,,,,,,35,,,,,,,,,,,,,,,,
building_tea_plantation,pmg_tea_exploitation,default_labour,base,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_tea_plantation,pmg_tea_exploitation,slave_exploitation_tea,base,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,
building_tea_plantation,pmg_tea_exploitation,worker_exploitation_tea,base,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,
building_tea_plantation,pmg_train_automation_building_tea_plantation,pm_road_carts,automation,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_tea_plantation,pmg_train_automation_building_tea_plantation,pm_steam_rail_transport,automation,construction_cost_low,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_tobacco_plantation,pmg_base_building_tobacco_plantation,default_building_tobacco_plantation,base,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,
building_tobacco_plantation,pmg_base_building_tobacco_plantation,automatic_irrigation_building_tobacco_plantation,base,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,45,,,,,,,,,,,,,
building_tobacco_plantation,pmg_manufacture_tobacco,hand_rolled,base,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_tobacco_plantation,pmg_manufacture_tobacco,molds,base,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,
building_tobacco_plantation,pmg_manufacture_tobacco,electric_rollers,base,construction_cost_low,,,,,,,,,,,,,,,,,,-2,,,,,,,,-2,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,
building_tobacco_plantation,pmg_working_conditions_tobacco,worker_exploitation_tobacco,base,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,
building_tobacco_plantation,pmg_working_conditions_tobacco,default_labour_tobacco,base,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_tobacco_plantation,pmg_working_conditions_tobacco,lectors_tobacco,base,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
building_tobacco_plantation,pmg_working_conditions_tobacco,radio_stations_tobacco,base,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,-1,,,,,,,,,
building_sugar_plantation,pmg_base_building_sugar_plantation,default_building_sugar_plantation,base,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,
building_sugar_plantation,pmg_base_building_sugar_plantation,automatic_irrigation_building_sugar_plantation,base,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,50,,,,,,,,,,,,,,
building_sugar_plantation,pmg_refinement_building_sugar_plantation,ox_driven_rollers_sugar,base,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_sugar_plantation,pmg_refinement_building_sugar_plantation,vacuum_pan_sugar,base,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,
building_sugar_plantation,pmg_refinement_building_sugar_plantation,steam_powered_evaporation_sugar,base,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,-2,,,,,,-1,,,,,,,,,,,,,15,,,,,,,,,,,,,,
building_sugar_plantation,pmg_refinement_building_sugar_plantation,centrifugal_machine_sugar,base,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,-4,,,,,,-1,,,,,,,,,,,,,30,,,,,,,,,,,,,,
building_sugar_plantation,pmg_exploitation_sugar,slave_exploitation_sugar,base,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,
building_sugar_plantation,pmg_exploitation_sugar,worker_exploitation_sugar,base,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,
building_sugar_plantation,pmg_exploitation_sugar,default_labour,base,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_sugar_plantation,pmg_train_automation_building_sugar_plantation,pm_road_carts,automation,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_sugar_plantation,pmg_train_automation_building_sugar_plantation,pm_steam_rail_transport,automation,construction_cost_low,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_banana_plantation,pmg_base_building_banana_plantation,default_building_banana_plantation,base,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,,,,,,,,,,,
building_banana_plantation,pmg_base_building_banana_plantation,automatic_irrigation_building_banana_plantation,base,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,50,,,,,,,,,,,,,,,,,,,
building_banana_plantation,pmg_banana_exploitation,default_labour,base,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_banana_plantation,pmg_banana_exploitation,slave_exploitation_banana,base,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,,,,
building_banana_plantation,pmg_banana_exploitation,worker_exploitation_banana,base,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,,,,,
building_banana_plantation,pmg_train_automation_building_banana_plantation,pm_road_carts,automation,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_banana_plantation,pmg_train_automation_building_banana_plantation,pm_steam_rail_transport,automation,construction_cost_low,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_silk_plantation,pmg_base_building_silk_plantation,default_building_silk_plantation,base,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_silk_plantation,pmg_base_building_silk_plantation,automatic_irrigation_building_silk_plantation,base,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,40,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_silk_plantation,pmg_train_automation_building_silk_plantation,pm_road_carts,automation,construction_cost_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_silk_plantation,pmg_train_automation_building_silk_plantation,pm_steam_rail_transport,automation,construction_cost_low,,,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_barrack,pmg_training,pm_no_organization,military,construction_cost_very_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_barrack,pmg_training,pm_general_training,military,construction_cost_very_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_barrack,pmg_training,pm_advanced_tactics_training,military,construction_cost_very_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_barrack,pmg_training,pm_training_streamlining,military,construction_cost_very_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_barrack,pmg_training,pm_nco_incorporation,military,construction_cost_very_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_barrack,pmg_training,pm_mobile_warfare_tactics,military,construction_cost_very_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_conscription_center,pmg_training_conscription,pm_no_organization_conscription,military,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_conscription_center,pmg_training_conscription,pm_general_training_conscription,military,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_conscription_center,pmg_training_conscription,pm_advanced_tactics_training_conscription,military,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_conscription_center,pmg_training_conscription,pm_training_streamlining_conscription,military,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_conscription_center,pmg_training_conscription,pm_nco_incorporation_conscription,military,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_conscription_center,pmg_training_conscription,pm_mobile_warfare_tactics_conscription,military,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_naval_base,pmg_naval_theory,pm_no_naval_theory,military,construction_cost_very_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_naval_base,pmg_naval_theory,pm_power_of_the_purse,military,construction_cost_very_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_naval_base,pmg_naval_theory,pm_jeune_ecole,military,construction_cost_very_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_naval_base,pmg_naval_theory,pm_sea_lane_strategies,military,construction_cost_very_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_naval_base,pmg_naval_theory,pm_battlefleet_tactics,military,construction_cost_very_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_urban_center,pmg_amenities,pm_market_stalls,base,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_urban_center,pmg_amenities,pm_market_squares,base,,,,,,,,,,,,-1,,,,,20,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,,,,,,,,,,,,,,,
building_urban_center,pmg_amenities,pm_covered_markets,base,,,,,,,,,,,,,,,,,25,,,,,,,,,,,,,,,,-1,-2,,,,,,,,,,,,,,,,,,,,,,,,,
building_urban_center,pmg_amenities,pm_arcades,base,,,,,,,,,,,,,,,,,30,,-1,,,,,,,,,,,,,,-2,-2,,,,,,,,,,,,,,,,,,,,,,,,,
building_urban_center,pmg_street_lighting,pm_no_street_lighting,base,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_urban_center,pmg_street_lighting,pm_gas_streetlights,base,,,,,,,,,,,,,,,,,5,,,,,,,,,-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_urban_center,pmg_street_lighting,pm_electric_streetlights,base,,,,,,,,,,,,,,,,,10,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_urban_center,pmg_public_transport,pm_no_public_transport,refining,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_urban_center,pmg_public_transport,pm_public_trams,refining,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_urban_center,pmg_public_transport,pm_public_motor_carriages,refining,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-1,,,,,,,,,,,
building_urban_center,pmg_urban_clergy,pm_state_urban_clergy,ownership,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_urban_center,pmg_urban_clergy,pm_free_urban_clergy,ownership,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_urban_center,pmg_urban_clergy,pm_no_urban_clergy,ownership,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_art_academy,pmg_base_building_art_academy,pm_traditional_art,base,construction_cost_medium,,,,,,,,,,,,,,,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,
building_art_academy,pmg_base_building_art_academy,pm_realist_art,base,construction_cost_medium,,,,,,,,,,,,,,,-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,,,,
building_art_academy,pmg_base_building_art_academy,pm_photographic_art,base,construction_cost_medium,,,,,,,,,,,,,,,-15,,,,,,,,,,,,,,,,,,,,-8,,,,,,,,,,,,,,,,,,8,,,,,
building_art_academy,pmg_base_building_art_academy,pm_film_art,base,construction_cost_medium,,,,,,,,,,,,,,,-15,,,-5,,,,,,,,,,,,,,,,,-10,,,,,,,,,,,,,,,,,,10,,,,,
building_art_academy,pmg_ownership_building_art_academy,pm_traditional_patronage,ownership,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_art_academy,pmg_ownership_building_art_academy,pm_bourgeoisie_patronage,ownership,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_art_academy,pmg_ownership_building_art_academy,pm_independent_artists,ownership,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_art_academy,pmg_principle_freedom_of_movement_3,pm_principle_freedom_of_movement_3,base,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_art_academy,pmg_principle_freedom_of_movement_3,pm_freedom_of_movement_no_effect,base,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_power_plant,pmg_base_building_power_plant,pm_early_power_plant,base,construction_cost_medium,,,,,,,,,,,-5,,,,,,,25,,,,,,,-5,,,,,,-4,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_power_plant,pmg_base_building_power_plant,pm_coal,base,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_power_plant,pmg_base_building_power_plant,fired_plant,base,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_power_plant,pmg_base_building_power_plant,pm_oil,base,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_power_plant,pmg_base_building_power_plant,fired_plant,base,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_government_administration,pmg_base_building_government_administration,pm_simple_organization,base,construction_cost_very_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_government_administration,pmg_base_building_government_administration,pm_horizontal_drawer_cabinets,base,construction_cost_very_low,,,,,,,,,,,,,,,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_government_administration,pmg_base_building_government_administration,pm_vertical_filing_cabinets,base,construction_cost_very_low,,,,,,,,,,,,,,,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_government_administration,pmg_base_building_government_administration,pm_switch_boards,base,construction_cost_very_low,,,,,,,,,,,,,,,-20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5,,,,,,,,,,
building_government_administration,pmg_government_administration_bureaucrat_professionalism,pm_hereditary_bureaucrats,ownership,construction_cost_very_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_government_administration,pmg_government_administration_bureaucrat_professionalism,pm_professional_bureaucrats,ownership,construction_cost_very_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_government_administration,pmg_government_administration_religious_administration,pm_religious_bureaucrats,ownership,construction_cost_very_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_government_administration,pmg_government_administration_religious_administration,pm_secular_bureaucrats,ownership,construction_cost_very_low,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_university,pmg_base_building_university,pm_scholastic_education,base,construction_cost_medium,,,,,,,,,,,,,,,-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_university,pmg_base_building_university,pm_philosophy_department,base,construction_cost_medium,,,,,,,,,,,,,,,-10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_university,pmg_base_building_university,pm_analytical_philosophy_department,base,construction_cost_medium,,,,,,,,,,,,,,,-15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_university,pmg_university_academia,pm_religious_academia,ownership,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_university,pmg_university_academia,pm_secular_academia,ownership,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_university,pmg_principle_freedom_of_movement_3,pm_principle_freedom_of_movement_3,base,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_university,pmg_principle_freedom_of_movement_3,pm_freedom_of_movement_no_effect,base,construction_cost_medium,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_skyscraper,pmg_base_building_skyscraper,pm_skyscraper_bureaucratic_nexus,base,construction_cost_monument,,,,,,,,,,,,,,,-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_skyscraper,pmg_base_building_skyscraper,pm_skyscraper_trade_nexus,base,construction_cost_monument,,,,,,,,,,,,,,,-25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_skyscraper,pmg_airship_mooring_post,pm_no_airships,refining,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_skyscraper,pmg_airship_mooring_post,pm_airship_mooring_post,refining,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_eiffel_tower,pmg_base_building_eiffel_tower,pm_default_building_eiffel_tower,base,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_eiffel_tower,pmg_base_building_eiffel_tower,pm_monument_prestige_only,base,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_eiffel_tower,pmg_base_building_eiffel_tower,pm_monument_no_effects,base,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_angkor_wat,pmg_base_building_angkor_wat,pm_default_building_angkor_wat,base,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
building_angkor_wat,pmg_base_building_angkor_wat,pm_monument_prestige_only,base,construction_cost_monument,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
